"Entry","Rep","predicted.value","std.error","status"
"BB Ent 3","1",55.5710415787603,0.415930190010116,"Estimable"
"BB Ent 3","2",60.7683264597145,0.411594947915696,"Estimable"
"BB Ent 3","3",62.7343530425969,0.419816695182688,"Estimable"
"BB Ent 3","4",69.3997603483657,0.421139802761603,"Estimable"
"BB Ent 3","5",55.7753361046217,2.7984107476365,"Estimable"
"BB Ent 3","na",58.3722420226833,4.20621817413044,"Estimable"
"BB Ent 8","1",63.9129438197428,0.322994022896281,"Estimable"
"BB Ent 8","2",69.110228700697,0.325210373257809,"Estimable"
"BB Ent 8","3",71.0762552835794,0.324464903989078,"Estimable"
"BB Ent 8","4",77.7416625893482,0.328487234859006,"Estimable"
"BB Ent 8","5",64.1172383456042,2.78670326575541,"Estimable"
"BB Ent 8","na",66.7141442636658,4.19964735245893,"Estimable"
"BB14-1-a","1",57.6601624118715,0.314592799999781,"Estimable"
"BB14-1-a","2",62.8574472928256,0.319306316622767,"Estimable"
"BB14-1-a","3",64.8234738757081,0.314076936427661,"Estimable"
"BB14-1-a","4",71.4888811814769,0.320362021735367,"Estimable"
"BB14-1-a","5",57.8644569377328,2.78533948129001,"Estimable"
"BB14-1-a","na",60.4613628557945,4.19756730776568,"Estimable"
"BB14-1-b","1",61.5874902567658,0.355733602778551,"Estimable"
"BB14-1-b","2",66.78477513772,0.353486677845758,"Estimable"
"BB14-1-b","3",68.7508017206024,0.357111543885337,"Estimable"
"BB14-1-b","4",75.4162090263712,0.366018010102412,"Estimable"
"BB14-1-b","5",61.7917847826271,2.79069321397961,"Estimable"
"BB14-1-b","na",64.3886907006888,4.2022291783484,"Estimable"
"BB14-10b","1",57.198148932046,0.334810925269732,"Estimable"
"BB14-10b","2",62.3954338130001,0.325944227531375,"Estimable"
"BB14-10b","3",64.3614603958825,0.329598158788205,"Estimable"
"BB14-10b","4",71.0268677016513,0.331213699222505,"Estimable"
"BB14-10b","5",57.4024434579073,2.78756154380702,"Estimable"
"BB14-10b","na",59.9993493759689,4.20083465127372,"Estimable"
"BB14-11p","1",28.3563850354302,0.395262513581546,"Estimable"
"BB14-11p","2",33.5536699163844,0.39043140412587,"Estimable"
"BB14-11p","3",35.5196964992668,0.393926821406838,"Estimable"
"BB14-11p","4",42.1851038050356,0.40747110889808,"Estimable"
"BB14-11p","5",28.5606795612916,2.79617063490388,"Estimable"
"BB14-11p","na",31.1575854793532,4.20658451128449,"Estimable"
"BB14-12b","1",38.0414825105514,0.493671925507879,"Estimable"
"BB14-12b","2",43.2387673915056,0.491397702280403,"Estimable"
"BB14-12b","3",45.204793974388,0.501957542075065,"Estimable"
"BB14-12b","4",51.8702012801569,0.500740089649405,"Estimable"
"BB14-12b","5",38.2457770364128,2.81167807424449,"Estimable"
"BB14-12b","na",40.8426829544744,4.2156830720065,"Estimable"
"BB14-13p","1",26.5826646139027,0.389229996646961,"Estimable"
"BB14-13p","2",31.7799494948568,0.391496557590243,"Estimable"
"BB14-13p","3",33.7459760777393,0.385781534758361,"Estimable"
"BB14-13p","4",40.4113833835081,0.386794085017239,"Estimable"
"BB14-13p","5",26.786959139764,2.79470095017314,"Estimable"
"BB14-13p","na",29.3838650578256,4.2047367188697,"Estimable"
"BB14-14b","1",33.900515549612,0.418651058449501,"Estimable"
"BB14-14b","2",39.0978004305661,0.42809232710896,"Estimable"
"BB14-14b","3",41.0638270134486,0.429470236320516,"Estimable"
"BB14-14b","4",47.7292343192174,0.430867299390383,"Estimable"
"BB14-14b","5",34.1048100754733,2.80020633378757,"Estimable"
"BB14-14b","na",36.7017159935349,4.20820435382464,"Estimable"
"BB14-2-a","1",65.5406116282025,0.316837597800076,"Estimable"
"BB14-2-a","2",70.7378965091567,0.319014285667523,"Estimable"
"BB14-2-a","3",72.7039230920391,0.318362040258461,"Estimable"
"BB14-2-a","4",79.3693303978079,0.319954113171838,"Estimable"
"BB14-2-a","5",65.7449061540638,2.78594909866523,"Estimable"
"BB14-2-a","na",68.3418120721255,4.19915460157464,"Estimable"
"BB14-2-b","1",65.5622193648961,0.306644850189446,"Estimable"
"BB14-2-b","2",70.7595042458503,0.304608859167451,"Estimable"
"BB14-2-b","3",72.7255308287327,0.310693193538712,"Estimable"
"BB14-2-b","4",79.3909381345015,0.310023011353115,"Estimable"
"BB14-2-b","5",65.7665138907574,2.78457762850981,"Estimable"
"BB14-2-b","na",68.3634198088191,4.19774715104242,"Estimable"
"BB14-3p","1",68.105018319227,0.37158436749947,"Estimable"
"BB14-3p","2",73.3023032001812,0.37142856235694,"Estimable"
"BB14-3p","3",75.2683297830636,0.379659671591898,"Estimable"
"BB14-3p","4",81.9337370888324,0.374016795772931,"Estimable"
"BB14-3p","5",68.3093128450883,2.79305818748166,"Estimable"
"BB14-3p","na",70.90621876315,4.20440389805196,"Estimable"
"BB14-4b","1",72.7234789902673,0.309412524618115,"Estimable"
"BB14-4b","2",77.9207638712214,0.306987186411877,"Estimable"
"BB14-4b","3",79.8867904541038,0.30851884241747,"Estimable"
"BB14-4b","4",86.5521977598726,0.315173784691669,"Estimable"
"BB14-4b","5",72.9277735161286,2.7852090186207,"Estimable"
"BB14-4b","na",75.5246794341902,4.19924303550406,"Estimable"
"BB14-5p","1",56.7384285046452,0.341395858012061,"Estimable"
"BB14-5p","2",61.9357133855993,0.343876153121503,"Estimable"
"BB14-5p","3",63.9017399684818,0.34305701787473,"Estimable"
"BB14-5p","4",70.5671472742506,0.344381231560842,"Estimable"
"BB14-5p","5",56.9427230305065,2.78858809015684,"Estimable"
"BB14-5p","na",59.5396289485682,4.20014891695659,"Estimable"
"BB14-6b","1",63.1583095808254,0.32750021608808,"Estimable"
"BB14-6b","2",68.3555944617796,0.327569883833406,"Estimable"
"BB14-6b","3",70.321621044662,0.336003298287823,"Estimable"
"BB14-6b","4",76.9870283504308,0.340171231422854,"Estimable"
"BB14-6b","5",63.3626041066867,2.78760779292261,"Estimable"
"BB14-6b","na",65.9595100247484,4.20021824636292,"Estimable"
"BB14-7p","1",36.8107841910417,0.437039660954677,"Estimable"
"BB14-7p","2",42.0080690719959,0.429900686580037,"Estimable"
"BB14-7p","3",43.9740956548783,0.445331316573123,"Estimable"
"BB14-7p","4",50.6395029606472,0.451570790010205,"Estimable"
"BB14-7p","5",37.015078716903,2.80246986454062,"Estimable"
"BB14-7p","na",39.6119846349647,4.2097899597126,"Estimable"
"BB14-8b","1",38.9351989443951,0.519990636991295,"Estimable"
"BB14-8b","2",44.1324838253493,0.529528403207351,"Estimable"
"BB14-8b","3",46.0985104082317,0.521042228335153,"Estimable"
"BB14-8b","4",52.7639177140005,0.526903572030237,"Estimable"
"BB14-8b","5",39.1394934702565,2.8160775314294,"Estimable"
"BB14-8b","na",41.7363993883181,4.21708453013535,"Estimable"
"BB14-9p","1",62.5832139341138,0.350117570431168,"Estimable"
"BB14-9p","2",67.780498815068,0.343356832100521,"Estimable"
"BB14-9p","3",69.7465253979504,0.347026001942311,"Estimable"
"BB14-9p","4",76.4119327037192,0.34603531204872,"Estimable"
"BB14-9p","5",62.7875084599751,2.78952585064824,"Estimable"
"BB14-9p","na",65.3844143780368,4.20212131897586,"Estimable"
"CT3-08","1",14.9968720885541,0.34927520699384,"Estimable"
"CT3-08","2",20.1941569695083,0.344812185704708,"Estimable"
"CT3-08","3",22.1601835523907,0.350831202889991,"Estimable"
"CT3-08","4",28.8255908581595,0.349916505575564,"Estimable"
"CT3-08","5",15.2011666144155,2.78951477596484,"Estimable"
"CT3-08","na",17.7980725324771,4.20146138804992,"Estimable"
"Vernal","1",22.9386281798073,0.484486041984229,"Estimable"
"Vernal","2",28.1359130607614,0.495781037415651,"Estimable"
"Vernal","3",30.1019396436438,0.495105141324348,"Estimable"
"Vernal","4",36.7673469494127,0.489655707544819,"Estimable"
"Vernal","5",23.1429227056686,2.7983710163223,"Estimable"
"Vernal","na",25.7398286237302,4.17838231978,"Estimable"
